,Donor_country,country,year,broad_sector,donor_lat,donor_lon,recipient_lat,recipient_lon,usd_disbursements_defl
0,Belgium,Afghanistan,2020,governance_and_social,50.503887,4.469936,33.93911,67.709953,0.037619076564
1,Belgium,Afghanistan,2021,health,50.503887,4.469936,33.93911,67.709953,0.010709405651
2,Belgium,Afghanistan,2021,other,50.503887,4.469936,33.93911,67.709953,0.003980665874
3,Belgium,Afghanistan,2022,governance_and_social,50.503887,4.469936,33.93911,67.709953,0.1541924891
4,Belgium,Afghanistan,2022,health,50.503887,4.469936,33.93911,67.709953,0.058094039723
5,Belgium,Afghanistan,2023,governance_and_social,50.503887,4.469936,33.93911,67.709953,0.05525002293
6,Belgium,Afghanistan,2023,health,50.503887,4.469936,33.93911,67.709953,0.08587788419100001
7,Belgium,Angola,2020,education,50.503887,4.469936,-11.202692,17.873887,0.04267192126
8,Belgium,Angola,2021,governance_and_social,50.503887,4.469936,-11.202692,17.873887,0.02247207124
9,Belgium,Angola,2021,other,50.503887,4.469936,-11.202692,17.873887,0.01491739381
10,Belgium,Angola,2022,governance_and_social,50.503887,4.469936,-11.202692,17.873887,0.005676876344
11,Belgium,Angola,2023,other,50.503887,4.469936,-11.202692,17.873887,0.00522775717
12,Belgium,Argentina,2020,health,50.503887,4.469936,-38.416097,-63.616672,0.01295601204
13,Belgium,Argentina,2021,education,50.503887,4.469936,-38.416097,-63.616672,0.020259467624
14,Belgium,Argentina,2021,environment_and_agriculture,50.503887,4.469936,-38.416097,-63.616672,0.1489516675
15,Belgium,Argentina,2022,education,50.503887,4.469936,-38.416097,-63.616672,0.01747448085
16,Belgium,Argentina,2023,other,50.503887,4.469936,-38.416097,-63.616672,0.01547000642
17,Belgium,Armenia,2020,humanitarian_and_disaster,50.503887,4.469936,40.069099,45.038189,0.02461642288
18,Belgium,Armenia,2022,education,50.503887,4.469936,40.069099,45.038189,0.08334628384
19,Belgium,Azerbaijan,2020,humanitarian_and_disaster,50.503887,4.469936,40.143105,47.576927,0.01870848139
20,Belgium,Bangladesh,2020,governance_and_social,50.503887,4.469936,23.684994,90.356331,0.01554721445
21,Belgium,Bangladesh,2020,health,50.503887,4.469936,23.684994,90.356331,0.04405044094
22,Belgium,Bangladesh,2021,health,50.503887,4.469936,23.684994,90.356331,0.03157254024
23,Belgium,Bangladesh,2022,education,50.503887,4.469936,23.684994,90.356331,0.06290813105
24,Belgium,Bangladesh,2022,environment_and_agriculture,50.503887,4.469936,23.684994,90.356331,0.05915461256
25,Belgium,Bangladesh,2022,other,50.503887,4.469936,23.684994,90.356331,0.04077378864
26,Belgium,Bangladesh,2023,education,50.503887,4.469936,23.684994,90.356331,0.20774008622
27,Belgium,Bangladesh,2023,health,50.503887,4.469936,23.684994,90.356331,0.04737910466
28,Belgium,Belize,2022,environment_and_agriculture,50.503887,4.469936,17.189877,-88.49765,0.04776358098
29,Belgium,Benin,2020,aid_and_debt,50.503887,4.469936,9.30769,2.315834,0.051181429958
30,Belgium,Benin,2020,economic_development,50.503887,4.469936,9.30769,2.315834,0.2591202408
31,Belgium,Benin,2020,education,50.503887,4.469936,9.30769,2.315834,0.0164593177
32,Belgium,Benin,2020,environment_and_agriculture,50.503887,4.469936,9.30769,2.315834,0.18786217457999999
33,Belgium,Benin,2020,governance_and_social,50.503887,4.469936,9.30769,2.315834,0.03265821955
34,Belgium,Benin,2020,health,50.503887,4.469936,9.30769,2.315834,0.057550605482
35,Belgium,Benin,2020,water_and_sanitation,50.503887,4.469936,9.30769,2.315834,0.01295601204
36,Belgium,Benin,2021,education,50.503887,4.469936,9.30769,2.315834,0.060481620988
37,Belgium,Benin,2021,environment_and_agriculture,50.503887,4.469936,9.30769,2.315834,0.154618306978
38,Belgium,Benin,2021,governance_and_social,50.503887,4.469936,9.30769,2.315834,0.085963818218
39,Belgium,Benin,2021,health,50.503887,4.469936,9.30769,2.315834,0.103689905218
40,Belgium,Benin,2021,other,50.503887,4.469936,9.30769,2.315834,0.078099098455
41,Belgium,Benin,2021,water_and_sanitation,50.503887,4.469936,9.30769,2.315834,0.005556767083
42,Belgium,Benin,2022,education,50.503887,4.469936,9.30769,2.315834,0.13667373952
43,Belgium,Benin,2022,environment_and_agriculture,50.503887,4.469936,9.30769,2.315834,0.241773422143
44,Belgium,Benin,2022,governance_and_social,50.503887,4.469936,9.30769,2.315834,0.078459254032
45,Belgium,Benin,2022,health,50.503887,4.469936,9.30769,2.315834,0.05856397511
46,Belgium,Benin,2022,humanitarian_and_disaster,50.503887,4.469936,9.30769,2.315834,0.055646901777000005
47,Belgium,Benin,2022,other,50.503887,4.469936,9.30769,2.315834,0.01186633746
48,Belgium,Benin,2022,water_and_sanitation,50.503887,4.469936,9.30769,2.315834,0.010598855117
49,Belgium,Benin,2023,education,50.503887,4.469936,9.30769,2.315834,0.044472400954
50,Belgium,Benin,2023,environment_and_agriculture,50.503887,4.469936,9.30769,2.315834,0.053964907396
51,Belgium,Benin,2023,governance_and_social,50.503887,4.469936,9.30769,2.315834,0.096723452634
52,Belgium,Benin,2023,health,50.503887,4.469936,9.30769,2.315834,0.14980049217
53,Belgium,Benin,2023,humanitarian_and_disaster,50.503887,4.469936,9.30769,2.315834,0.046509469316
54,Belgium,Benin,2023,other,50.503887,4.469936,9.30769,2.315834,0.01723800715
55,Belgium,Bolivia,2020,environment_and_agriculture,50.503887,4.469936,-16.290154,-63.588653,0.04824041523
56,Belgium,Bolivia,2020,health,50.503887,4.469936,-16.290154,-63.588653,0.02396862227
57,Belgium,Bolivia,2020,water_and_sanitation,50.503887,4.469936,-16.290154,-63.588653,0.06485390947
58,Belgium,Bolivia,2021,energy,50.503887,4.469936,-16.290154,-63.588653,0.009724342395
59,Belgium,Bolivia,2021,health,50.503887,4.469936,-16.290154,-63.588653,0.03517812434
60,Belgium,Bolivia,2021,other,50.503887,4.469936,-16.290154,-63.588653,0.01010321288
61,Belgium,Bolivia,2022,education,50.503887,4.469936,-16.290154,-63.588653,0.039308646623
62,Belgium,Bolivia,2022,water_and_sanitation,50.503887,4.469936,-16.290154,-63.588653,0.0110671712
63,Belgium,Botswana,2020,governance_and_social,50.503887,4.469936,-22.328474,24.684866,0.01106443428
64,Belgium,Brazil,2020,education,50.503887,4.469936,-14.235004,-51.92528,0.07644047104
65,Belgium,Brazil,2020,environment_and_agriculture,50.503887,4.469936,-14.235004,-51.92528,0.15223314147
66,Belgium,Brazil,2020,governance_and_social,50.503887,4.469936,-14.235004,-51.92528,0.14733058652
67,Belgium,Brazil,2020,health,50.503887,4.469936,-14.235004,-51.92528,0.01295601204
68,Belgium,Brazil,2020,other,50.503887,4.469936,-14.235004,-51.92528,0.04709250956
69,Belgium,Brazil,2021,economic_development,50.503887,4.469936,-14.235004,-51.92528,0.022854730431
70,Belgium,Brazil,2021,education,50.503887,4.469936,-14.235004,-51.92528,0.10931676334000001
71,Belgium,Brazil,2021,environment_and_agriculture,50.503887,4.469936,-14.235004,-51.92528,0.33681585932900004
72,Belgium,Brazil,2021,governance_and_social,50.503887,4.469936,-14.235004,-51.92528,0.1171315985031
73,Belgium,Brazil,2021,health,50.503887,4.469936,-14.235004,-51.92528,0.12274014456200001
74,Belgium,Brazil,2021,humanitarian_and_disaster,50.503887,4.469936,-14.235004,-51.92528,0.00607203094
75,Belgium,Brazil,2021,infrastructure,50.503887,4.469936,-14.235004,-51.92528,0.011881378344999999
76,Belgium,Brazil,2021,other,50.503887,4.469936,-14.235004,-51.92528,0.4232160100488
77,Belgium,Brazil,2021,water_and_sanitation,50.503887,4.469936,-14.235004,-51.92528,0.004293865473
78,Belgium,Brazil,2022,education,50.503887,4.469936,-14.235004,-51.92528,0.00116496539
79,Belgium,Brazil,2022,environment_and_agriculture,50.503887,4.469936,-14.235004,-51.92528,0.2273022220625
80,Belgium,Brazil,2022,governance_and_social,50.503887,4.469936,-14.235004,-51.92528,0.007108618808
81,Belgium,Brazil,2022,health,50.503887,4.469936,-14.235004,-51.92528,0.02059333784
82,Belgium,Brazil,2022,infrastructure,50.503887,4.469936,-14.235004,-51.92528,0.010922715494
83,Belgium,Brazil,2022,other,50.503887,4.469936,-14.235004,-51.92528,0.09413283818040001
84,Belgium,Brazil,2023,education,50.503887,4.469936,-14.235004,-51.92528,0.001105000459
85,Belgium,Brazil,2023,environment_and_agriculture,50.503887,4.469936,-14.235004,-51.92528,0.051137553774000005
86,Belgium,Brazil,2023,governance_and_social,50.503887,4.469936,-14.235004,-51.92528,0.063322205989
87,Belgium,Brazil,2023,health,50.503887,4.469936,-14.235004,-51.92528,0.09077031792000001
88,Belgium,Brazil,2023,other,50.503887,4.469936,-14.235004,-51.92528,0.07661631179799999
89,Belgium,Burkina Faso,2020,environment_and_agriculture,50.503887,4.469936,12.238333,-1.561593,0.05181497895
90,Belgium,Burkina Faso,2020,health,50.503887,4.469936,12.238333,-1.561593,0.047294626359999994
91,Belgium,Burkina Faso,2021,environment_and_agriculture,50.503887,4.469936,12.238333,-1.561593,0.044611999369000004
92,Belgium,Burkina Faso,2021,infrastructure,50.503887,4.469936,12.238333,-1.561593,0.004325438013
93,Belgium,Burkina Faso,2021,water_and_sanitation,50.503887,4.469936,12.238333,-1.561593,0.02235335849
94,Belgium,Burkina Faso,2022,environment_and_agriculture,50.503887,4.469936,12.238333,-1.561593,0.242552783893
95,Belgium,Burkina Faso,2022,health,50.503887,4.469936,12.238333,-1.561593,0.002562923857
96,Belgium,Burkina Faso,2023,environment_and_agriculture,50.503887,4.469936,12.238333,-1.561593,0.38149035827000005
97,Belgium,Burkina Faso,2023,health,50.503887,4.469936,12.238333,-1.561593,0.05407651243599999
98,Belgium,Burundi,2020,education,50.503887,4.469936,-3.373056,29.918886,0.07708827164
99,Belgium,Burundi,2020,environment_and_agriculture,50.503887,4.469936,-3.373056,29.918886,0.12696891798999999
100,Belgium,Burundi,2020,governance_and_social,50.503887,4.469936,-3.373056,29.918886,0.178143235101
101,Belgium,Burundi,2020,health,50.503887,4.469936,-3.373056,29.918886,0.10516006292999999
102,Belgium,Burundi,2021,education,50.503887,4.469936,-3.373056,29.918886,0.0126290161
103,Belgium,Burundi,2021,environment_and_agriculture,50.503887,4.469936,-3.373056,29.918886,0.37381887648
104,Belgium,Burundi,2021,governance_and_social,50.503887,4.469936,-3.373056,29.918886,0.01376562755
105,Belgium,Burundi,2021,health,50.503887,4.469936,-3.373056,29.918886,0.02146932737
106,Belgium,Burundi,2021,other,50.503887,4.469936,-3.373056,29.918886,0.10434093099800001
107,Belgium,Burundi,2022,education,50.503887,4.469936,-3.373056,29.918886,0.0116496539
108,Belgium,Burundi,2022,environment_and_agriculture,50.503887,4.469936,-3.373056,29.918886,0.1712499123
109,Belgium,Burundi,2022,health,50.503887,4.469936,-3.373056,29.918886,0.01980441163
110,Belgium,Burundi,2022,other,50.503887,4.469936,-3.373056,29.918886,0.13397101982
111,Belgium,Burundi,2023,economic_development,50.503887,4.469936,-3.373056,29.918886,0.02762501146
112,Belgium,Burundi,2023,education,50.503887,4.469936,-3.373056,29.918886,0.015138506287
113,Belgium,Burundi,2023,environment_and_agriculture,50.503887,4.469936,-3.373056,29.918886,0.3524951463
114,Belgium,Burundi,2023,governance_and_social,50.503887,4.469936,-3.373056,29.918886,0.09384989895
115,Belgium,Cambodia,2020,education,50.503887,4.469936,12.565679,104.990963,0.00647800602
116,Belgium,Cambodia,2020,environment_and_agriculture,50.503887,4.469936,12.565679,104.990963,0.21085909595
117,Belgium,Cambodia,2021,education,50.503887,4.469936,12.565679,104.990963,0.001792057384
118,Belgium,Cambodia,2021,environment_and_agriculture,50.503887,4.469936,12.565679,104.990963,0.08840311268
119,Belgium,Cambodia,2021,governance_and_social,50.503887,4.469936,12.565679,104.990963,0.00909289159
120,Belgium,Cambodia,2022,environment_and_agriculture,50.503887,4.469936,12.565679,104.990963,0.06640302721
121,Belgium,Cambodia,2022,governance_and_social,50.503887,4.469936,12.565679,104.990963,0.005242344254
122,Belgium,Cambodia,2023,environment_and_agriculture,50.503887,4.469936,12.565679,104.990963,0.11050004585
123,Belgium,Cambodia,2023,governance_and_social,50.503887,4.469936,12.565679,104.990963,0.004972502064
124,Belgium,Cameroon,2020,education,50.503887,4.469936,7.369722,12.354722,0.03757243492
125,Belgium,Cameroon,2020,environment_and_agriculture,50.503887,4.469936,7.369722,12.354722,0.009846569151
126,Belgium,Cameroon,2020,governance_and_social,50.503887,4.469936,7.369722,12.354722,0.008615748007
127,Belgium,Cameroon,2020,humanitarian_and_disaster,50.503887,4.469936,7.369722,12.354722,0.01276167186
128,Belgium,Cameroon,2021,energy,50.503887,4.469936,7.369722,12.354722,0.0126290161
129,Belgium,Cameroon,2021,governance_and_social,50.503887,4.469936,7.369722,12.354722,0.06392176498
130,Belgium,Cameroon,2021,humanitarian_and_disaster,50.503887,4.469936,7.369722,12.354722,0.00575883134
131,Belgium,Cameroon,2021,water_and_sanitation,50.503887,4.469936,7.369722,12.354722,0.005114751519
132,Belgium,Cameroon,2022,environment_and_agriculture,50.503887,4.469936,7.369722,12.354722,0.005813177295
133,Belgium,Cameroon,2022,other,50.503887,4.469936,7.369722,12.354722,0.01397958468
134,Belgium,Cameroon,2022,water_and_sanitation,50.503887,4.469936,7.369722,12.354722,0.04659861559
135,Belgium,Cameroon,2023,environment_and_agriculture,50.503887,4.469936,7.369722,12.354722,0.03094001284
136,Belgium,Cameroon,2023,governance_and_social,50.503887,4.469936,7.369722,12.354722,0.0132600055
137,Belgium,Cameroon,2023,health,50.503887,4.469936,7.369722,12.354722,0.03315001376
138,Belgium,Cameroon,2023,water_and_sanitation,50.503887,4.469936,7.369722,12.354722,0.37893338730000004
139,Belgium,Central African Republic,2020,health,50.503887,4.469936,6.611111,20.939444,0.007773607224
140,Belgium,Central African Republic,2021,governance_and_social,50.503887,4.469936,6.611111,20.939444,0.00466768435
141,Belgium,Central African Republic,2021,health,50.503887,4.469936,6.611111,20.939444,0.011719726938999999
142,Belgium,Central African Republic,2021,humanitarian_and_disaster,50.503887,4.469936,6.611111,20.939444,0.002146932737
143,Belgium,Central African Republic,2022,water_and_sanitation,50.503887,4.469936,6.611111,20.939444,0.00792176465
144,Belgium,Central African Republic,2023,environment_and_agriculture,50.503887,4.469936,6.611111,20.939444,0.1745900725
145,Belgium,Chad,2022,health,50.503887,4.469936,15.454166,18.732207,0.004382599796
146,Belgium,Chad,2022,humanitarian_and_disaster,50.503887,4.469936,15.454166,18.732207,0.01747448085
147,Belgium,Chad,2023,health,50.503887,4.469936,15.454166,18.732207,0.01105000459
148,Belgium,Colombia,2020,governance_and_social,50.503887,4.469936,4.570868,-74.297333,0.061053911132
149,Belgium,Colombia,2020,humanitarian_and_disaster,50.503887,4.469936,4.570868,-74.297333,0.01295601204
150,Belgium,Colombia,2021,governance_and_social,50.503887,4.469936,4.570868,-74.297333,0.028036415732
151,Belgium,Colombia,2021,health,50.503887,4.469936,4.570868,-74.297333,0.01389191771
152,Belgium,Colombia,2021,humanitarian_and_disaster,50.503887,4.469936,4.570868,-74.297333,0.15428237515999998
153,Belgium,Colombia,2021,other,50.503887,4.469936,4.570868,-74.297333,0.02525803219
154,Belgium,Colombia,2022,governance_and_social,50.503887,4.469936,4.570868,-74.297333,0.009133911139
155,Belgium,Colombia,2022,health,50.503887,4.469936,4.570868,-74.297333,0.00638284537
156,Belgium,Colombia,2022,humanitarian_and_disaster,50.503887,4.469936,4.570868,-74.297333,0.04495251949
157,Belgium,Colombia,2022,other,50.503887,4.469936,4.570868,-74.297333,0.0349489617
158,Belgium,Colombia,2022,water_and_sanitation,50.503887,4.469936,4.570868,-74.297333,0.1607652238
159,Belgium,Colombia,2023,education,50.503887,4.469936,4.570868,-74.297333,0.047637674772
160,Belgium,Colombia,2023,humanitarian_and_disaster,50.503887,4.469936,4.570868,-74.297333,0.01105000459
161,Belgium,Colombia,2023,other,50.503887,4.469936,4.570868,-74.297333,0.003867501605
162,Belgium,Costa Rica,2020,governance_and_social,50.503887,4.469936,9.748917,-83.753428,0.01295601204
163,Belgium,Costa Rica,2020,health,50.503887,4.469936,9.748917,-83.753428,0.01943401806
164,Belgium,Costa Rica,2020,other,50.503887,4.469936,9.748917,-83.753428,0.02591202408
165,Belgium,Costa Rica,2021,environment_and_agriculture,50.503887,4.469936,9.748917,-83.753428,0.02778383541
166,Belgium,Costa Rica,2021,humanitarian_and_disaster,50.503887,4.469936,9.748917,-83.753428,0.0378870483
167,Belgium,Costa Rica,2021,other,50.503887,4.469936,9.748917,-83.753428,0.0505160644
168,Belgium,Costa Rica,2022,education,50.503887,4.469936,9.748917,-83.753428,0.1048468851
169,Belgium,Costa Rica,2022,environment_and_agriculture,50.503887,4.469936,9.748917,-83.753428,0.021994546557
170,Belgium,Costa Rica,2023,governance_and_social,50.503887,4.469936,9.748917,-83.753428,0.007600624104
171,Belgium,Costa Rica,2023,other,50.503887,4.469936,9.748917,-83.753428,0.04420001836
172,Belgium,Cuba,2023,other,50.503887,4.469936,21.521757,-77.781167,0.001105000459
173,Belgium,Ecuador,2020,health,50.503887,4.469936,-1.831239,-78.183406,0.00971700903
174,Belgium,Ecuador,2021,environment_and_agriculture,50.503887,4.469936,-1.831239,-78.183406,0.05051606439
175,Belgium,Ecuador,2021,infrastructure,50.503887,4.469936,-1.831239,-78.183406,0.1076206865
176,Belgium,Ecuador,2022,infrastructure,50.503887,4.469936,-1.831239,-78.183406,0.04512999032
177,Belgium,Ecuador,2023,other,50.503887,4.469936,-1.831239,-78.183406,0.009945004127
178,Belgium,Egypt,2020,other,50.503887,4.469936,26.820553,30.802498,0.001295601204
179,Belgium,Egypt,2021,education,50.503887,4.469936,26.820553,30.802498,0.009471762073
180,Belgium,Egypt,2021,governance_and_social,50.503887,4.469936,26.820553,30.802498,0.003788704829
181,Belgium,Egypt,2021,health,50.503887,4.469936,26.820553,30.802498,0.02003088243
182,Belgium,Egypt,2022,governance_and_social,50.503887,4.469936,26.820553,30.802498,0.009902205813
183,Belgium,Egypt,2023,education,50.503887,4.469936,26.820553,30.802498,0.00773500321
184,Belgium,El Salvador,2020,governance_and_social,50.503887,4.469936,13.794185,-88.89653,0.003834979564
185,Belgium,El Salvador,2021,governance_and_social,50.503887,4.469936,13.794185,-88.89653,0.003390890822
186,Belgium,El Salvador,2022,other,50.503887,4.469936,13.794185,-88.89653,0.002353230087
187,Belgium,El Salvador,2023,education,50.503887,4.469936,13.794185,-88.89653,0.001280695531
188,Belgium,El Salvador,2023,governance_and_social,50.503887,4.469936,13.794185,-88.89653,0.01682363198
189,Belgium,Ethiopia,2020,environment_and_agriculture,50.503887,4.469936,9.145,40.489673,0.06049550702
190,Belgium,Ethiopia,2020,other,50.503887,4.469936,9.145,40.489673,0.031094428895999997
191,Belgium,Ethiopia,2020,water_and_sanitation,50.503887,4.469936,9.145,40.489673,0.20320079725999998
192,Belgium,Ethiopia,2021,education,50.503887,4.469936,9.145,40.489673,0.017680622538999997
193,Belgium,Ethiopia,2021,governance_and_social,50.503887,4.469936,9.145,40.489673,0.02525803219
194,Belgium,Ethiopia,2021,health,50.503887,4.469936,9.145,40.489673,0.025258032193
195,Belgium,Ethiopia,2021,humanitarian_and_disaster,50.503887,4.469936,9.145,40.489673,0.017680622538999997
196,Belgium,Ethiopia,2022,education,50.503887,4.469936,9.145,40.489673,0.1033324301
197,Belgium,Ethiopia,2022,health,50.503887,4.469936,9.145,40.489673,0.02679420397
198,Belgium,Ethiopia,2023,health,50.503887,4.469936,9.145,40.489673,0.087363546253
199,Belgium,Gabon,2023,education,50.503887,4.469936,-0.803689,11.609444,0.005525002293
200,Belgium,Gambia,2020,health,50.503887,4.469936,13.443182,-15.310139,0.01295601204
201,Belgium,Gambia,2022,governance_and_social,50.503887,4.469936,13.443182,-15.310139,0.01153315736
202,Belgium,Gambia,2023,education,50.503887,4.469936,13.443182,-15.310139,0.06630002751
203,Belgium,Ghana,2020,education,50.503887,4.469936,7.946527,-1.023194,0.02580189798
204,Belgium,Ghana,2020,energy,50.503887,4.469936,7.946527,-1.023194,0.2850322649
205,Belgium,Ghana,2020,environment_and_agriculture,50.503887,4.469936,7.946527,-1.023194,0.01251550763
206,Belgium,Ghana,2021,environment_and_agriculture,50.503887,4.469936,7.946527,-1.023194,0.2525803219
207,Belgium,Ghana,2021,governance_and_social,50.503887,4.469936,7.946527,-1.023194,0.01399421274
208,Belgium,Ghana,2021,health,50.503887,4.469936,7.946527,-1.023194,0.03788704829
209,Belgium,Ghana,2021,other,50.503887,4.469936,7.946527,-1.023194,0.01525711435
210,Belgium,Ghana,2022,economic_development,50.503887,4.469936,7.946527,-1.023194,0.1164534353
211,Belgium,Ghana,2022,environment_and_agriculture,50.503887,4.469936,7.946527,-1.023194,0.7905105645
212,Belgium,Ghana,2022,governance_and_social,50.503887,4.469936,7.946527,-1.023194,0.005242344254
213,Belgium,Ghana,2023,economic_development,50.503887,4.469936,7.946527,-1.023194,0.2209382117
214,Belgium,Ghana,2023,education,50.503887,4.469936,7.946527,-1.023194,0.005525002293
215,Belgium,Ghana,2023,environment_and_agriculture,50.503887,4.469936,7.946527,-1.023194,0.2210000917
216,Belgium,Guatemala,2020,education,50.503887,4.469936,15.783471,-90.230759,0.003886803612
217,Belgium,Guatemala,2020,environment_and_agriculture,50.503887,4.469936,15.783471,-90.230759,0.056035717198
218,Belgium,Guatemala,2020,health,50.503887,4.469936,15.783471,-90.230759,0.0009536233186
219,Belgium,Guatemala,2020,humanitarian_and_disaster,50.503887,4.469936,15.783471,-90.230759,0.009393108729
220,Belgium,Guatemala,2021,education,50.503887,4.469936,15.783471,-90.230759,0.02525803219
221,Belgium,Guatemala,2021,environment_and_agriculture,50.503887,4.469936,15.783471,-90.230759,0.047541931089
222,Belgium,Guatemala,2021,governance_and_social,50.503887,4.469936,15.783471,-90.230759,0.003788704829
223,Belgium,Guatemala,2021,humanitarian_and_disaster,50.503887,4.469936,15.783471,-90.230759,0.001515481932
224,Belgium,Guatemala,2021,water_and_sanitation,50.503887,4.469936,15.783471,-90.230759,0.002164613359
225,Belgium,Guatemala,2022,education,50.503887,4.469936,15.783471,-90.230759,0.041938754027
226,Belgium,Guatemala,2022,environment_and_agriculture,50.503887,4.469936,15.783471,-90.230759,0.020616194456
227,Belgium,Guatemala,2022,water_and_sanitation,50.503887,4.469936,15.783471,-90.230759,0.008179000658
228,Belgium,Guatemala,2023,governance_and_social,50.503887,4.469936,15.783471,-90.230759,0.04961010059
229,Belgium,Guinea,2020,health,50.503887,4.469936,9.945587,-9.696645,0.02785542589
230,Belgium,Guinea,2021,environment_and_agriculture,50.503887,4.469936,9.945587,-9.696645,0.006914386313
231,Belgium,Guinea,2021,governance_and_social,50.503887,4.469936,9.945587,-9.696645,0.017680622536
232,Belgium,Guinea,2021,health,50.503887,4.469936,9.945587,-9.696645,0.01578627012
233,Belgium,Guinea,2021,other,50.503887,4.469936,9.945587,-9.696645,0.0017680622536
234,Belgium,Guinea,2022,education,50.503887,4.469936,9.945587,-9.696645,0.004659861559
235,Belgium,Guinea,2023,education,50.503887,4.469936,9.945587,-9.696645,0.009392503898
236,Belgium,Guinea,2023,health,50.503887,4.469936,9.945587,-9.696645,0.013702005687
237,Belgium,Guinea,2023,other,50.503887,4.469936,9.945587,-9.696645,0.0009945004127
238,Belgium,Haiti,2020,education,50.503887,4.469936,18.971187,-72.285215,0.006154105719
239,Belgium,Haiti,2020,health,50.503887,4.469936,18.971187,-72.285215,0.015352874267
240,Belgium,Haiti,2020,water_and_sanitation,50.503887,4.469936,18.971187,-72.285215,0.04331583505
241,Belgium,Haiti,2021,education,50.503887,4.469936,18.971187,-72.285215,0.005051606439
242,Belgium,Haiti,2021,environment_and_agriculture,50.503887,4.469936,18.971187,-72.285215,0.024434620344999998
243,Belgium,Haiti,2021,other,50.503887,4.469936,18.971187,-72.285215,0.0069459588539999995
244,Belgium,Haiti,2021,water_and_sanitation,50.503887,4.469936,18.971187,-72.285215,0.054519462493
245,Belgium,Haiti,2022,energy,50.503887,4.469936,18.971187,-72.285215,0.00454336502
246,Belgium,Haiti,2022,governance_and_social,50.503887,4.469936,18.971187,-72.285215,0.01241853105
247,Belgium,Haiti,2023,governance_and_social,50.503887,4.469936,18.971187,-72.285215,0.01105000459
248,Belgium,Haiti,2023,health,50.503887,4.469936,18.971187,-72.285215,0.02658216728
249,Belgium,Haiti,2023,other,50.503887,4.469936,18.971187,-72.285215,0.0043377456006
250,Belgium,Honduras,2020,other,50.503887,4.469936,15.199999,-86.241905,0.02110923042
251,Belgium,Honduras,2022,environment_and_agriculture,50.503887,4.469936,15.199999,-86.241905,0.008574378262
252,Belgium,Honduras,2023,education,50.503887,4.469936,15.199999,-86.241905,0.01768000734
253,Belgium,India,2020,aid_and_debt,50.503887,4.469936,20.593684,78.96288,0.005830205418
254,Belgium,India,2020,education,50.503887,4.469936,20.593684,78.96288,0.071933074452
255,Belgium,India,2020,environment_and_agriculture,50.503887,4.469936,20.593684,78.96288,0.06699294706
256,Belgium,India,2020,governance_and_social,50.503887,4.469936,20.593684,78.96288,0.08704367128799999
257,Belgium,India,2020,health,50.503887,4.469936,20.593684,78.96288,0.350460125638
258,Belgium,India,2020,humanitarian_and_disaster,50.503887,4.469936,20.593684,78.96288,0.011660410836
259,Belgium,India,2020,other,50.503887,4.469936,20.593684,78.96288,0.060893256587999996
260,Belgium,India,2020,water_and_sanitation,50.503887,4.469936,20.593684,78.96288,0.005830205418
261,Belgium,India,2021,aid_and_debt,50.503887,4.469936,20.593684,78.96288,0.001136611449
262,Belgium,India,2021,education,50.503887,4.469936,20.593684,78.96288,4.541662555576
263,Belgium,India,2021,energy,50.503887,4.469936,20.593684,78.96288,0.0671800511332
264,Belgium,India,2021,environment_and_agriculture,50.503887,4.469936,20.593684,78.96288,0.0821227029887
265,Belgium,India,2021,governance_and_social,50.503887,4.469936,20.593684,78.96288,2.9353824186895
266,Belgium,India,2021,health,50.503887,4.469936,20.593684,78.96288,1.8779751067644
267,Belgium,India,2021,humanitarian_and_disaster,50.503887,4.469936,20.593684,78.96288,0.23647832645400002
268,Belgium,India,2021,infrastructure,50.503887,4.469936,20.593684,78.96288,0.016006015002799998
269,Belgium,India,2021,other,50.503887,4.469936,20.593684,78.96288,0.2626475420984
270,Belgium,India,2021,water_and_sanitation,50.503887,4.469936,20.593684,78.96288,0.0126290161
271,Belgium,India,2022,economic_development,50.503887,4.469936,20.593684,78.96288,0.01747448085
272,Belgium,India,2022,education,50.503887,4.469936,20.593684,78.96288,0.036770967561
273,Belgium,India,2022,environment_and_agriculture,50.503887,4.469936,20.593684,78.96288,0.01840645316
274,Belgium,India,2022,governance_and_social,50.503887,4.469936,20.593684,78.96288,0.387185567016
275,Belgium,India,2022,health,50.503887,4.469936,20.593684,78.96288,0.555752750351
276,Belgium,India,2022,other,50.503887,4.469936,20.593684,78.96288,0.019584233162
277,Belgium,India,2022,water_and_sanitation,50.503887,4.469936,20.593684,78.96288,0.010659433316
278,Belgium,India,2023,education,50.503887,4.469936,20.593684,78.96288,0.44857825121600003
279,Belgium,India,2023,environment_and_agriculture,50.503887,4.469936,20.593684,78.96288,0.9969263307
280,Belgium,India,2023,governance_and_social,50.503887,4.469936,20.593684,78.96288,0.259651902802
281,Belgium,India,2023,health,50.503887,4.469936,20.593684,78.96288,0.265803440336
282,Belgium,India,2023,water_and_sanitation,50.503887,4.469936,20.593684,78.96288,0.031846113221
283,Belgium,Indonesia,2020,education,50.503887,4.469936,-0.789275,113.921327,0.2072961926
284,Belgium,Indonesia,2021,education,50.503887,4.469936,-0.789275,113.921327,0.03788704829
285,Belgium,Indonesia,2021,health,50.503887,4.469936,-0.789275,113.921327,0.002525803219
